Title,Synopsis,Original Language,Runtime,Director,Top Cast,Tomato Meter,Audience Score,No. Reviews,Genre,Link,All Genres
Devils Knot,The Arkansas town of West Memphis makes national headlines when three teenagers are arrested for the brutal murders of three little boys.,Eng,114,Atom Egoyan,"['Colin Firth', 'Ron Lax', 'Reese Witherspoon', 'Pam Hobbs', 'Dane DeHaan', 'Chris Morgan', 'Mireille Enos', 'Vicki Hutcherson', 'Bruce Greenwood', 'Judge David Burnett', 'Elias Koteas', 'Jerry Driver']",0.26,0.39,98,Drama,https://www.rottentomatoes.com/m/devils_knot,"Drama, Crime"
Heat 2013,"A bodyguard (Jason Statham) goes after the sadistic thug who beat his friend, only to find that the object of his wrath is the son of a powerful mob boss.",Eng,92,Simon West,"['Jason Statham', 'Nick Wild', 'Sofía Vergara', 'DD', 'Stanley Tucci', 'Baby', 'Milo Ventimiglia', 'Danny DeMarco', 'Anne Heche', 'Roxy', 'Michael Angarano', 'Cyrus Kinnick']",0.31,0.29,58,Action,https://www.rottentomatoes.com/m/heat_2013,"Action, Mystery & thriller, Crime, Drama"
Righteous Thieves,"In this ultimate heist thrill-ride, Annabel (Lisa Vidal), a leader of a secret organization engaged in the recovery of priceless artwork, assembles a ragtag crew of art thieves to recover a Monet, Picasso, Degas, and Van Gogh stolen by Nazis during WWII and now in the possession of neo-Nazi billionaire oligarch Otto Huizen (Brian Cousins). As the planned heist approaches, loyalties are tested when the crew learns the real reason behind Annabel's search for the long-lost paintings.",Eng,91,Anthony Nardolillo,"['Cam Gigandet', 'Bruno', 'Jaina Lee Ortiz', 'Lucille', 'Lisa Vidal', 'Annabel', 'Carlos Miranda', 'Eddie', 'Brian Cousins', 'Otto Huizen', 'Benjamin Schnau']",0.0,0.32,7,Mystery & thriller,https://www.rottentomatoes.com/m/righteous_thieves,"Mystery & thriller, Crime"
Triple 9,"Bullets fly on the Atlanta freeway as armed thieves make their getaway following a bank robbery in broad daylight. Unhappy with the results, ruthless gangster Irina Vlaslov orders the men to pull off another job. One member of the team is Marcus Belmont (Anthony Mackie), a crooked cop who gets saddled with Chris Allen (Casey Affleck), his new but incorruptible police partner. As Belmont and his cohorts lay the groundwork for the heist, they come up with a devious plan to use Allen as their pawn.",Eng,115,John Hillcoat,"['Casey Affleck', 'Chris Allen', 'Chiwetel Ejiofor', 'Terrell Tompkins', 'Anthony Mackie', 'Marcus Belmont', 'Aaron Paul', 'Gabe Welch', 'Clifton Collins Jr.', 'Jorge Rodriguez', 'Norman Reedus', 'Russel Welch']",0.55,0.41,187,Crime,https://www.rottentomatoes.com/m/triple_9,"Crime, Drama, Mystery & thriller, Action"
The Last Thing He Wanted,"When she helps her father broker an arms deal, a reporter becomes involved in the story she's trying to break.",Eng,115,Dee Rees,"['Anne Hathaway', 'Elena McMahon', 'Ben Affleck', 'Treat Morrison', 'Willem Dafoe', 'Richard McMahon', 'Dee Rees']",0.05,0.13,56,Crime,https://www.rottentomatoes.com/m/the_last_thing_he_wanted,"Crime, Drama, Mystery & thriller"
The Devil On Trial,"The Devil on Trial explores the first -- and only -- time ""demonic possession"" has officially been used as a defense in a US murder trial. Including firsthand accounts of alleged devil possession and a shocking murder, this extraordinary story forces reflection on our fear of the unknown.",Eng,81,Christopher Holt,"['Christopher Holt', 'Director', 'Christopher Holt', 'Screenwriter', 'Hattie Bridges Webb', 'Producer', 'Julia Nottingham', 'Executive Producer', 'Sam Starbuck']",0.36,0.48,14,Crime,https://www.rottentomatoes.com/m/the_devil_on_trial,"Crime, Documentary, Horror"
The Paperboy 2012,"In 1969 Florida, reporter Ward Jansen (Matthew McConaughey) returns to his hometown to write a story about death-row inmate Hillary Van Wetter (John Cusack), who was convicted of murdering a racist lawman. Ward hires his younger brother, Jack (Zac Efron), as a driver and, together with his partner, Yardley (David Oyelowo), gets to work. Though the possibility exists that Van Wetter is innocent, Ward and Yardley unwisely trust a vixen (Nicole Kidman) who will do anything to set the convict free.",Eng,107,Lee Daniels,"['Matthew McConaughey', 'Ward Jansen', 'Zac Efron', 'Jack Jansen', 'David Oyelowo', 'Yardley Acheman', 'Macy Gray', 'Anita Chester', 'John Cusack', 'Hillary Van Wetter', 'Nicole Kidman', 'Charlotte Bless']",0.45,0.33,146,Crime,https://www.rottentomatoes.com/m/the_paperboy_2012,"Crime, Drama"
Khufiya,An operative of the Indian spy agency known as R&AW is assigned to track down a mole who is selling defense secrets while grappling with her dual identity as a spy and a lover.,Hin,157,Vishal Bhardwaj,"['Tabu', 'Ali Fazal', 'Wamiqa Gabbi', 'Azmeri Haque Badhon', ""Alexx O'Nell"", 'Ashish Vidyarthi']",0.59,0.33,17,Crime,https://www.rottentomatoes.com/m/khufiya,"Crime, Drama, Mystery & thriller"
Mr Brooks,"Well-respected businessman Earl Brooks (Kevin Costner) has a secret: Beneath his family-man facade lurks a murderous alter-ego named Marshall (William Hurt). Brooks struggles with his addiction to killing, but Marshall enjoys his grisly hobby too much to let go. Finally, Brooks resolves to commit one final murder, but a voyeur (Dane Cook) witnesses it and blackmails him to continue. With a detective (Demi Moore) hot on his trail, Brooks/Marshall must spin an increasingly elaborate web.",Eng,121,Bruce A. Evans,"['Kevin Costner', 'Mr. Brooks', 'Demi Moore', 'Tracy Atwood', 'Dane Cook', 'Mr. Smith', 'William Hurt', 'Marshall', 'Marg Helgenberger', 'Emma Brooks', 'Ruben Santiago-Hudson', 'Hawkins']",0.55,0.76,159,Mystery & thriller,https://www.rottentomatoes.com/m/mr_brooks,"Mystery & thriller, Crime, Drama"
Heist 88,"Inspired by true events, HEIST 88 is the unbelievable story centered on Jeremy Horne (Courtney B. Vance), a criminal mastermind with an innate ability to convince anyone to do just about anything, who decides to pull one last job before going to prison. He recruits four young bank employees to steal close to $80 million dollars in a daring and brazen assault on the U.S. banking system. The film takes place in a time before widespread computerization and the vast cybersecurity of today.",Eng,84,Menhaj Huda,"['Courtney B. Vance', 'Jeremy Horne', 'Keith David', 'Buddha Ray', 'Keesha Sharp', 'Bree Barnes', 'Rebecca Spence', 'Harriet Weinstock', 'Bentley Green', 'Marshall King', 'Phil Tyler', 'Warren']",0.33,0.42,6,Crime,https://www.rottentomatoes.com/m/heist_88,"Crime, Drama"
Clean 2022,A garbage collector (Adrien Brody) sucked into the orbit of a local crime boss must face the violence of his past to find redemption in this bloody thrill ride.,Eng,94,Paul Solet,"['Adrien Brody', 'Clean', 'Glenn Fleshler', 'Michael', 'Richie Merritt', 'Mikey', 'Chandler DuPont', 'Dianda', 'Mykelti Williamson', 'Travis', 'RZA', 'Pawn Shop Kurtis']",0.47,0.56,38,Crime,https://www.rottentomatoes.com/m/clean_2022,"Crime, Drama, Mystery & thriller"
Miami Vice,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett (Colin Farrell) and Ricardo Tubbs (Jamie Foxx). Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",Eng,135,Michael Mann,"['Colin Farrell', ""Det. James 'Sonny' Crockett"", 'Jamie Foxx', 'Det. Ricardo Tubbs', 'Gong Li', 'Isabella', 'Naomie Harris', 'Trudy', 'Ciarán Hinds', 'Agent Fujima', 'Justin Theroux', 'Det. Larry Zito']",0.47,0.43,226,Crime,https://www.rottentomatoes.com/m/miami_vice,"Crime, Drama, Action"
1116086-Trapped,"When Will (Stuart Townsend) and Karen (Charlize Theron) Jennings are held hostage and their daughter is abducted, a relentless plan is set in motion that will challenge everything they took for granted. Joe (Kevin Bacon) and Cheryl (Courtney Love) Hickey, along with their cousin Marvin (Pruitt Taylor Vince), have orchestrated the foolproof plan to extort money from wealthy families. As the plan escalates and unravels, Will and Karen are pushed to the limit to get their daughter back alive.",Eng,105,Luis Mandoki,"['Charlize Theron', 'Karen Jennings', 'Courtney Love', 'Cheryl Hickey', 'Stuart Townsend', 'Will Jennings', 'Kevin Bacon', 'Joe Hickey', 'Pruitt Taylor Vince', 'Marvin Pool', 'Dakota Fanning', 'Abby Jennings']",0.17,0.48,58,Mystery & thriller,https://www.rottentomatoes.com/m/1116086-trapped,"Mystery & thriller, Crime, Drama"
Get Rich Or Die Tryin,"After losing his mother to murder as a boy, Marcus (Curtis ""50 Cent"" Jackson) has little support in his life. He starts working for drug dealer Levar (Bill Duke) and his assistant (Adewale Akinnuoye-Agbaje). Although Marcus makes good money selling, his dream is to become a rapper. When he reunites with an old love (Joy Bryant) and is later shot numerous times during a robbery, Marcus decides it's time to change his life. However, his old associates won't let him go so easily.",Eng,117,Jim Sheridan,"['50 Cent', 'Marcus', 'Adewale Akinnuoye-Agbaje', 'Majestic', 'Walter Alza', 'Raoul', 'Serena Reeder', 'Katrina', 'Benz Antoine', 'Ray Wilmore', 'Terrence Howard', 'Barna']",0.17,0.7,121,Crime,https://www.rottentomatoes.com/m/get_rich_or_die_tryin,"Crime, Drama"
Hangman 2017,A detective and a criminal profiler pursue a serial killer whose crimes are inspired by a children's game called hangman.,Eng,98,Johnny Martin,"['Al Pacino', 'Detective Archer', 'Karl Urban', 'Detective Ruiney', 'Brittany Snow', 'Christi Davies', 'Joe Anderson', 'Sarah Shahi', 'Captain Lisa Watson', 'Steve Coulter', 'Reverend Green']",0.04,0.29,23,Mystery & thriller,https://www.rottentomatoes.com/m/hangman_2017,"Mystery & thriller, Crime, Drama"
Gangster Squad 2012,"Ruthless, Brooklyn-born mobster Mickey Cohen (Sean Penn) has 1949 Los Angeles in an iron fist, as he accumulates a fortune from drugs, prostitution and gambling. Cohen has an army of paid goons at his disposal, but he also has certain policemen and politicians in his pocket. It's enough to intimidate even the bravest cop, until Los Angeles Police Department mavericks, Sgts. John O'Mara (Josh Brolin) and Jerry Wooters (Ryan Gosling), form a secret crew to bring Cohen to justice.",Eng,110,Ruben Fleischer,"['Josh Brolin', ""Sgt. John O'Mara"", 'Ryan Gosling', 'Sgt. Jerry Wooters', 'Nick Nolte', 'Chief Parker', 'Robert Patrick', 'Max Kennard', 'Michael Peña', 'Navidad Ramirez', 'Giovanni Ribisi', 'Conwell Keeler']",0.31,0.57,206,Crime,https://www.rottentomatoes.com/m/gangster_squad_2012,"Crime, Drama, Action"
Parker 2012,"Daring, ruthless and meticulous, Parker (Jason Statham) is one of the most successful thieves in the business. But when his latest robbery turns deadly because of a careless crew member, he declines to join crime boss Melander (Michael Chiklis) and his gang for another heist. The crooks turn on Parker and leave him for dead. Parker survives and vows vengeance, tracing the gang to Palm Beach. There, he joins forces with an unlikely ally (Jennifer Lopez) to hijack the gang's next big score.",Eng,118,Taylor Hackford,"['Jason Statham', 'Parker', 'Jennifer Lopez', 'Leslie', 'Michael Chiklis', 'Melander', 'Wendell Pierce', 'Carlson', 'Clifton Collins Jr.', 'Ross', 'Bobby Cannavale', 'Jake Fernandez']",0.4,0.48,107,Action,https://www.rottentomatoes.com/m/parker_2012,"Action, Crime, Drama, Mystery & thriller"
1207149-Taking Of Pelham 1 2 3,"Chaos reigns in the New York City subway system when heavily armed criminals, led by a mastermind named Ryder (John Travolta), hijack a subway train and threaten to kill everyone on board unless a large ransom is paid. Dispatcher Walter Garber (Denzel Washington) uses his extensive knowledge of the transit system in a bid to outwit the hijackers and save the hostages, but one question remains: even if the hijackers get their money, how can they possibly escape?",Eng,106,Tony Scott,"['Denzel Washington', 'Walter Garber', 'John Travolta', 'Ryder', 'John Turturro', 'Camonetti', 'Luis Guzmán', 'Phil Ramos', 'James Gandolfini', 'Mayor', 'Michael Rispoli', 'John Johnson']",0.51,0.52,231,Action,https://www.rottentomatoes.com/m/1207149-taking_of_pelham_1_2_3,"Action, Mystery & thriller, Crime, Drama"
Savages 2012,"California entrepreneurs Ben (Aaron Johnson) and Chon (Taylor Kitsch) run a lucrative business raising marijuana and share a one-of-a-kind love with beautiful O (Blake Lively). Life in Laguna Beach is idyllic for them, until Elena (Salma Hayek), the merciless leader of the Mexican Baja Cartel, moves in and demands a piece of the action. However, Elena underestimates the trio's unbreakable bond, and with the help of a shady DEA agent (John Travolta), Ben, Chon and O go to war.",Eng,130,Oliver Stone,"['Taylor Kitsch', 'Chon', 'Blake Lively', 'O', 'Aaron Taylor-Johnson', 'Ben', 'John Travolta', 'Dennis', 'Benicio del Toro', 'Lado', 'Salma Hayek', 'Elena']",0.5,0.54,195,Crime,https://www.rottentomatoes.com/m/savages_2012,"Crime, Drama, Mystery & thriller"
Dutch 2021,"DUTCH introduces a player who will use any means necessary to dominate the streets and beyond. For Bernard James, Jr. aka ""Dutch"" (Lance Gross), survival is the ultimate score and power is the deadliest high of all. There isn't an angle he can't work or a woman he can't seduce. When he gains control of an African drug lord's stolen heroin business, Dutch quickly makes it the most feared drug empire on the East Coast. Naturally, there are plenty of enemies vowing to take him down, including a vengeful Mafia heir, an ambitious DA and a conscience-stricken former friend. With Dutch fighting for his life, while on trial, he plays the game and scores a winning hand in the face of all that betrayed him and finds justice his way... the street way!",Eng,109,Preston A. Whitmore II,"['Lance Gross', 'Benard ""Dutch"" James', 'Jeremy Meeks', 'Craze', 'Macy Gray', 'Delores Murphy', 'Natasha Marc', 'Michelle', 'Robert Costanzo', 'Fat Tony Cerone', 'Malcolm David Kelley', 'Teen Dutch']",0.2,0.69,5,Crime,https://www.rottentomatoes.com/m/dutch_2021,"Crime, Drama"
Run All Night,"Longtime hit man Jimmy Conlon (Liam Neeson), best friend of mob boss Shawn Maguire (Ed Harris), has seen better days. He's haunted both by the sins of his past and a police detective who's been breathing down his neck for 30 years, and the only comfort Jimmy has is whiskey. However, when his estranged son (Joel Kinnaman) becomes a mob target, Jimmy figures that the only way to atone for his past mistakes is to make sure that his son doesn't wind up at the wrong end of a gun.",Eng,114,Jaume Collet-Serra,"['Liam Neeson', 'Jimmy Conlon', 'Ed Harris', 'Shawn Maguire', 'Joel Kinnaman', 'Mike Conlon', 'Common', 'Andrew Price', 'Boyd Holbrook', 'Danny Maguire', 'Genesis Rodriguez', 'Gabriela Conlon']",0.59,0.56,189,Action,https://www.rottentomatoes.com/m/run_all_night,"Action, Mystery & thriller, Crime, Drama"
Edge Of Darkness,"When the only daughter of a Boston homicide detective, Thomas Craven (Mel Gibson), is shot on his doorstep, everyone assumes that he was the intended target. Then evidence suggests otherwise, and Craven sets out to find her killer and, in the process, uncovers her secret life, corporate coverups, government collusion, and murder.",Eng,117,Martin Campbell,"['Mel Gibson', 'Thomas Craven', 'Ray Winstone', 'Darius Jedburgh', 'Danny Huston', 'Jack Bennett', 'Bojana Novakovic', 'Emma Craven', 'Shawn Roberts', 'Burnham', 'David Aaron Baker', 'Millroy']",0.55,0.49,218,Mystery & thriller,https://www.rottentomatoes.com/m/edge_of_darkness,"Mystery & thriller, Crime, Drama"
88 Minutes,"Famed forensic psychiatrist Dr. Jack Gramm (Al Pacino) enjoys a reputation as one of the most sought-after profilers around. His expert testimony has resulted in the conviction of many criminals, including serial killer Jon Forster. On the eve of Forster's execution, one of Gramm's students is murdered in a vicious copycat crime, and Gramm himself receives an ominous message informing him that he has less than 90 minutes to live.",Eng,107,Jon Avnet,"['Al Pacino', 'Dr. Jack Gramm', 'Alicia Witt', 'Kim Cummings', 'Leelee Sobieski', 'Lauren Douglas', 'Amy Brenneman', 'Shelly Barnes', 'William Forsythe', 'Frank Parks', 'Deborah Kara Unger', 'Carol Lynn Johnson']",0.05,0.44,123,Mystery & thriller,https://www.rottentomatoes.com/m/88_minutes,"Mystery & thriller, Crime, Drama"
